0	1	32	4.9134e-07
2	1	27	9.34787e-07
4	1	24	5.41596e-07
6	0	23	9.40888e-07
8	0	27	9.98113e-07
10	1	14	9.1235e-07
12	0	26	9.64061e-07
14	1	21	9.24802e-07
16	0	37	9.82028e-07
18	1	23	8.34981e-07
20	0	66	9.52239e-07
22	1	13	8.7048e-07
24	0	85	3.54331e-07
26	1	15	9.96423e-07
28	0	30	9.60555e-07
30	1	14	8.31769e-07
32	0	42	7.58227e-07
34	1	12	9.83294e-07
36	0	48	8.83819e-07
38	1	13	9.72036e-07
40	0	55	7.39583e-07
42	1	13	8.81008e-07
44	0	100	1.75085e-06
46	1	14	9.24801e-07
48	0	100	1.02716e-06
50	1	14	9.58997e-07
52	0	67	9.84005e-07
54	1	15	9.45048e-07
56	0	100	2.38361e-06
58	1	14	7.72689e-07
60	0	100	1.83209e-05
62	1	18	8.68264e-07
64	0	100	0.000280275
66	1	14	4.70492e-07
68	0	100	2.63733e-05
70	1	19	6.77693e-07
72	0	100	0.0106408
74	1	20	7.36406e-07
76	0	100	1.03575e-05
78	1	17	3.27948e-07
80	0	100	1.70893e-05
82	1	14	7.62964e-07
84	0	100	1.10632e-05
86	1	14	9.12135e-07
88	0	100	3.22113e-05
90	1	16	4.09371e-07
92	0	100	3.99122e-06
94	1	17	9.3834e-07
96	0	100	7.15321e-06
