0	1	64	9.38723e-07
2	1	56	5.71699e-07
4	1	42	8.33919e-07
6	1	50	9.97125e-07
8	1	40	9.29342e-07
10	1	18	9.881e-07
12	1	37	7.64354e-07
14	1	28	8.05878e-07
16	1	28	9.77629e-07
18	1	23	9.71449e-07
20	1	24	9.53276e-07
22	1	22	8.90517e-07
24	1	23	9.93269e-07
26	1	20	9.86855e-07
28	1	21	7.88875e-07
30	1	22	9.8777e-07
32	1	21	8.56022e-07
34	1	21	8.70336e-07
36	1	25	9.68323e-07
38	1	23	8.32043e-07
40	1	23	9.46593e-07
42	1	26	7.87629e-07
44	1	26	9.08116e-07
46	1	25	9.62869e-07
48	1	26	8.58694e-07
50	1	28	9.35191e-07
52	1	26	7.31511e-07
54	1	27	9.66575e-07
56	1	25	8.52452e-07
58	1	31	7.90747e-07
60	1	28	8.29408e-07
62	1	27	9.88033e-07
64	1	28	8.98192e-07
66	1	31	7.54999e-07
68	1	33	6.84528e-07
70	1	27	9.28786e-07
72	1	26	9.03741e-07
74	1	28	9.63195e-07
76	1	29	8.6882e-07
78	1	31	9.53017e-07
80	1	29	9.96752e-07
82	1	48	9.15877e-07
84	1	31	9.99765e-07
86	1	29	9.71518e-07
88	1	31	9.29004e-07
90	1	34	6.83725e-07
92	1	29	9.913e-07
94	1	29	9.93767e-07
96	1	32	7.44724e-07
