0	1	5	6.36471e-07
4	0	5	6.12896e-07
8	0	5	6.48039e-07
12	0	5	6.51905e-07
16	0	5	6.474e-07
20	0	5	6.42737e-07
24	0	5	6.3774e-07
28	0	5	6.32838e-07
32	0	5	6.28111e-07
36	0	5	6.23634e-07
40	0	5	6.18742e-07
44	0	5	6.14971e-07
48	0	5	6.11057e-07
52	0	5	6.07449e-07
56	0	5	6.039e-07
60	0	5	6.0042e-07
64	0	5	5.97724e-07
68	0	5	5.9727e-07
72	0	5	6.0058e-07
76	0	5	6.19981e-07
80	0	5	7.23524e-07
84	0	5	3.14873e-07
88	0	5	3.81294e-07
92	0	5	4.18764e-07
96	0	5	4.37273e-07
100	0	5	2.00177e-07
104	0	5	3.58669e-07
108	0	6	3.26068e-07
112	0	6	3.30712e-07
116	0	6	3.5795e-07
120	0	6	5.17142e-07
124	0	6	6.04567e-07
128	0	6	5.62232e-07
132	0	6	7.92354e-08
136	0	6	8.29937e-08
140	0	6	4.27967e-07
144	0	6	5.75998e-07
148	0	6	6.54045e-07
152	0	6	1.44998e-07
156	0	6	1.6114e-07
160	0	6	2.68264e-07
164	0	6	4.08605e-07
168	0	6	3.73969e-07
172	0	6	7.47362e-07
176	0	7	6.31571e-08
180	0	7	5.37269e-08
184	0	7	7.10959e-08
188	0	6	7.69219e-07
192	0	6	8.72223e-07
