0	1	5	6.36471e-07
4	1	5	6.06807e-07
8	1	5	6.37522e-07
12	1	5	6.14861e-07
16	1	5	5.77155e-07
20	1	5	5.56577e-07
24	1	5	5.56735e-07
28	1	5	5.96749e-07
32	1	5	6.47178e-07
36	1	5	6.22119e-07
40	1	5	5.59466e-07
44	1	5	5.61831e-07
48	1	5	5.62392e-07
52	1	5	5.66918e-07
56	1	5	5.12015e-07
60	1	5	5.05539e-07
64	1	5	5.26921e-07
68	1	5	5.27404e-07
72	1	5	4.74985e-07
76	1	5	5.02286e-07
80	1	5	4.74845e-07
84	1	5	5.30306e-07
88	1	5	4.7408e-07
92	1	5	4.63734e-07
96	1	5	4.75722e-07
100	1	5	4.58842e-07
104	1	5	4.52745e-07
108	1	5	4.38816e-07
112	1	5	4.52672e-07
116	1	5	4.7797e-07
120	1	5	4.1957e-07
124	1	5	4.17954e-07
128	1	5	4.28176e-07
132	1	5	4.2797e-07
136	1	5	4.75913e-07
140	1	5	4.48321e-07
144	1	5	4.43177e-07
148	1	5	4.01163e-07
152	1	5	4.44402e-07
156	1	5	4.6573e-07
160	1	5	4.70294e-07
164	1	5	4.81688e-07
168	1	5	4.82194e-07
172	1	5	4.62696e-07
176	1	5	4.66377e-07
180	1	5	4.74458e-07
184	1	5	4.50287e-07
188	1	5	4.72017e-07
192	1	5	4.40373e-07
