0	1	5	6.36471e-07
4	0	5	6.03732e-07
8	0	5	6.27279e-07
12	0	5	6.21891e-07
16	0	5	6.1059e-07
20	0	5	6.01603e-07
24	0	5	5.93838e-07
28	0	5	5.87528e-07
32	0	5	5.82164e-07
36	0	5	5.77695e-07
40	1	5	5.59466e-07
44	0	5	5.55934e-07
48	0	5	5.53076e-07
52	0	5	5.50848e-07
56	0	5	5.48393e-07
60	0	5	5.45935e-07
64	0	5	5.43299e-07
68	0	5	5.40944e-07
72	0	5	5.3084e-07
76	0	5	5.28483e-07
80	1	5	4.74845e-07
84	0	5	4.74567e-07
88	0	5	4.71761e-07
92	0	5	4.6912e-07
96	0	5	4.6715e-07
100	0	5	4.65546e-07
104	0	5	4.64493e-07
108	0	5	4.63293e-07
112	0	5	4.60992e-07
116	0	5	4.52028e-07
120	1	5	4.1957e-07
124	0	5	4.15891e-07
128	0	5	4.12556e-07
132	0	5	4.09593e-07
136	0	5	4.06834e-07
140	0	5	4.04644e-07
144	0	5	4.0621e-07
148	0	5	4.07151e-07
152	0	5	4.07654e-07
156	0	5	4.05651e-07
160	1	5	4.70294e-07
164	0	5	4.6798e-07
168	0	5	4.72857e-07
172	0	5	4.71416e-07
176	0	5	4.70091e-07
180	0	5	4.67821e-07
184	0	5	4.67889e-07
188	0	5	4.64776e-07
192	0	5	4.62785e-07
